epoch,train_loss,train_kl_loss,train_ce_loss,train_char_acc,train_sequence_acc,val_loss,val_kl_loss,val_ce_loss,val_char_acc,val_sequence_acc
34,0.004038925468194066,0.004077091919953091,0.0002604426744285959,0.9999347776756622,0.9986114501953125,0.0035268564788566437,0.0035611041148513323,0.00013633736567442156,0.9999576956033707,0.9990234375
35,0.004030372770557733,0.004068457551738902,0.00025997461077320594,0.9999354865285568,0.9986190795898438,0.00351813131783274,0.0035522970210877247,0.000135723050270542,0.9999576956033707,0.9990234375
36,0.004022127370262751,0.004060132603626698,0.0002596047274021629,0.9999351419392042,0.9986114501953125,0.0035094793365715304,0.0035435641402727924,0.00013508008235874058,0.9999576956033707,0.9990234375
37,0.004014473196320978,0.004052401761782676,0.00025954148301909896,0.9999351419392042,0.9986114501953125,0.0035008135837415466,0.0035348178880667547,0.00013438386428532567,0.9999576956033707,0.9990234375
38,0.0040077730134271405,0.004045631174903974,0.00025981109179973316,0.9999347839620896,0.9986038208007812,0.003492476876999717,0.003526403312207549,0.00013375713184871074,0.9999576956033707,0.9990234375
39,0.003999876830221183,0.0040376586691763805,0.0002594707689302922,0.9999344354728237,0.99859619140625,0.003483966067506117,0.0035178140897187404,0.00013300811821181924,0.9999576956033707,0.9990234375
40,0.0039926589558945125,0.0040303695188868005,0.0002593096472356393,0.9999344418174587,0.99859619140625,0.003475830628303811,0.003509602416670532,0.00013241902323812837,0.9999576956033707,0.9990234375
41,0.00398543168694232,0.004023071357551089,0.00025910111523863577,0.9999344346579164,0.99859619140625,0.0034677590047067497,0.0035014557652175426,0.00013177624334304028,0.9999603950418532,0.99908447265625
42,0.00397819332920335,0.004015762814105983,0.000258810452713476,0.999934081104584,0.9985885620117188,0.0034594686730997637,0.003493089709081687,0.00013098258725818823,0.9999603950418532,0.99908447265625
43,0.003971047428876773,0.00400854767826786,0.00025851900997420074,0.9999340966460295,0.9985885620117188,0.0034515783372626174,0.0034851262116717407,0.00013033649570814987,0.9999603950418532,0.99908447265625
44,0.003964453807384416,0.004001888428547318,0.0002584223544639386,0.999933778482955,0.9985809326171875,0.0034438468828739133,0.003477323152765166,0.0001296922625115826,0.9999603950418532,0.99908447265625
45,0.0039576273859438516,0.0039949959414116165,0.0002581364668445829,0.9999334391322918,0.9985733032226562,0.0034355949610471725,0.0034689966014411766,0.00012882772266920028,0.9999603950418532,0.99908447265625
46,0.003950717695715866,0.003988019069765869,0.0002578778032411577,0.9999341243528761,0.9985885620117188,0.0034284990088053746,0.0034618333374965005,0.00012839725256696966,0.9999603950418532,0.99908447265625
47,0.0039444649896722694,0.003981703654289959,0.000257833852310263,0.9999344461830333,0.9986038208007812,0.003421480099859764,0.003454747844443773,0.00012797014822751862,0.9999603950418532,0.99908447265625
48,0.003938265573196986,0.00397544327529431,0.000257669113429948,0.9999337659101002,0.9985885620117188,0.0034145373374485644,0.0034477392546250485,0.000127543976454092,0.9999603950418532,0.99908447265625
49,0.0039319850091033,0.003969102246855982,0.0002573747322340836,0.9999344671959989,0.9986038208007812,0.0034076048814313253,0.003440741491431254,0.000127076910878543,0.9999603950418532,0.99908447265625
50,0.0039257262228602485,0.003962782340749982,0.00025716695862154637,0.9999337838380598,0.9985885620117188,0.003400773897737963,0.003433846046391409,0.00012662830744147868,0.9999630292877555,0.9991455078125
51,0.003919248063994019,0.003956242087724604,0.0002568356112995218,0.9999337838380598,0.9985885620117188,0.0033940135581360664,0.003427022542382474,0.0001261214875896144,0.9999630292877555,0.9991455078125
52,0.003913349684125933,0.003950285273049303,0.0002567228505743202,0.9999341273214668,0.99859619140625,0.0033872171316033928,0.0034201627440779703,0.00012559904349984663,0.9999630292877555,0.9991455078125
53,0.003907157241656023,0.003944033040170325,0.00025645001237872833,0.9999337829649448,0.9985885620117188,0.0033805742950789863,0.0034134580891986843,0.000125075134342012,0.9999630292877555,0.9991455078125
54,0.003901122753177333,0.003937939835168436,0.0002562283689551137,0.9999341297661886,0.99859619140625,0.003373915276824846,0.0034067375818267465,0.00012450386730478158,0.9999630292877555,0.9991455078125
55,0.003894900811246771,0.003931658307692487,0.00025590469275016403,0.9999348181881942,0.9986114501953125,0.0033673294565232936,0.0034000909436144866,0.000123939242570259,0.9999657040461898,0.99920654296875
56,0.0038888608312390716,0.003925560249399496,0.0002556152129669087,0.9999351713922806,0.9986190795898438,0.0033603309784666635,0.0033930293120647548,0.00012319206537370064,0.9999631368555129,0.9991455078125
57,0.0038827324970043264,0.003919373535154591,0.0002552664480566236,0.999935508123599,0.998626708984375,0.003353574422362726,0.00338621117589355,0.00012253289257557753,0.9999631368555129,0.9991455078125
58,0.0038768252243244206,0.003913409594360928,0.0002549692578170948,0.9999358392087743,0.9986343383789062,0.0033465459400758846,0.0033791196292440873,0.00012174657747010542,0.9999631368555129,0.9991455078125
59,0.003871294286682314,0.003907824700490892,0.00025477988162325715,0.9999361998052336,0.9986419677734375,0.0033393432531738654,0.003371852990312618,0.00012087693148998824,0.9999631368555129,0.9991455078125
60,0.0038658105877402704,0.0039022874589136336,0.00025459669473093527,0.9999361973023042,0.9986419677734375,0.003331889356559259,0.00336433407937875,0.00011985975574191343,0.9999631368555129,0.9991455078125
61,0.003860572821849928,0.0038969975869349582,0.0002545175652599596,0.9999368579010479,0.9986572265625,0.003324554132632329,0.0033569350343896076,0.00011884113156668263,0.9999631368555129,0.9991455078125
62,0.0038553071060505317,0.0038916797948331805,0.0002544070024583789,0.999936513544526,0.9986495971679688,0.0033173840238305274,0.0033497022068331717,0.00011788044557192734,0.9999631368555129,0.9991455078125
63,0.0038505023167090258,0.0038868253432156052,0.000254519436039935,0.9999368650605902,0.9986572265625,0.0033100249147537397,0.003342279262142256,0.00011684077086471234,0.9999631368555129,0.9991455078125
64,0.0038449679552741145,0.0038812364080058614,0.0002543874634293175,0.9999375581392087,0.9986648559570312,0.003303296685771784,0.003335491936013568,0.00011596320756268597,0.9999631368555129,0.9991455078125
65,0.0038395488129481237,0.0038757637157686986,0.00025426986939169893,0.9999375551124103,0.9986572265625,0.0032961439101200085,0.003328277623950271,0.00011490231668886963,0.9999631368555129,0.9991455078125
66,0.003834346703342817,0.003870509656280774,0.00025421059006802693,0.9999375551124103,0.9986572265625,0.003289086504082661,0.003321159341794555,0.00011387283329611364,0.9999631368555129,0.9991455078125
67,0.0038309609872158035,0.003867085192950981,0.00025466139181151703,0.999936840729788,0.9986419677734375,0.003280324288425618,0.0033123259727290133,0.00011215351993598688,0.9999657683074474,0.99920654296875
68,0.003824783364052564,0.003860849833699831,0.00025419871733145527,0.9999371825251728,0.9986495971679688,0.003272538966484717,0.0033044754054571968,0.00011082993302835575,0.9999657683074474,0.99920654296875
69,0.0038191064950297005,0.003855118597357432,0.00025390461113339313,0.999936846725177,0.9986419677734375,0.0032653606413077796,0.0032972359331324697,0.00010970258383480314,0.9999657683074474,0.99920654296875
70,0.0038167055477060785,0.0038526836485743843,0.0002548703613713954,0.9999361706431955,0.998626708984375,0.003258348169765668,0.003290163511337596,0.00010862626049856772,0.9999657683074474,0.99920654296875
71,0.0038123345150324894,0.0038482663949253038,0.0002550746540652682,0.9999354840256274,0.9986114501953125,0.0032516190058231587,0.003283376658146153,0.00010760886767968714,0.9999657683074474,0.99920654296875
72,0.003807771783840508,0.0038436565848769533,0.00025517277688980045,0.9999354669125751,0.9986114501953125,0.003244712312152842,0.0032764107072580373,0.0001065677707146051,0.9999657683074474,0.99920654296875
73,0.003803344201969594,0.003839183087393394,0.0002552906902026919,0.9999354613828473,0.9986114501953125,0.0032383743728132686,0.0032700172396289418,0.00010572638643679966,0.9999657683074474,0.99920654296875
74,0.003797536297042825,0.0038333205238814116,0.00025489421227842257,0.9999358063214459,0.9986190795898438,0.0032319175315933535,0.00326350436625944,0.00010481746016210991,0.9999657683074474,0.99920654296875
75,0.003792229317014062,0.0038279625123323058,0.00025463912287726487,0.9999361590016633,0.998626708984375,0.0032254140569420997,0.003256945024986635,0.0001038455828350493,0.9999631545506418,0.9991455078125
76,0.003786429474757824,0.0038221087177134905,0.0002541807756752945,0.9999364974792115,0.9986343383789062,0.003219385111151496,0.003250862424465595,0.00010312668249667922,0.9999631545506418,0.9991455078125
77,0.0037796941635406256,0.003815313229779349,0.00025340293158482297,0.9999365002731793,0.9986343383789062,0.0032139528320840327,0.0032453804997203406,0.00010261115975396251,0.9999631545506418,0.9991455078125
78,0.0037734533839284268,0.003809016281820732,0.00025272248717644885,0.9999375408515334,0.9986572265625,0.0032084463964565657,0.0032398238945461344,0.00010207045573196183,0.9999657389707863,0.99920654296875
79,0.0037671176937692508,0.003802624751415351,0.00025191538952284986,0.9999382470850833,0.9986724853515625,0.0032028058922151104,0.0032341331843781518,0.0001014010360336215,0.9999657389707863,0.99920654296875
80,0.0037611071970786725,0.003796560444015995,0.0002512323670567085,0.9999386001145467,0.9986801147460938,0.003197167559847003,0.0032284447115671355,0.00010072653115145158,0.9999657389707863,0.99920654296875
81,0.003754442273930181,0.0037898384916843497,0.00025021279666859186,0.9999389408621937,0.998687744140625,0.0031914136106934166,0.0032226401490333956,9.998339243111332e-05,0.9999657389707863,0.99920654296875
82,0.0037474622413355974,0.003782799816917759,0.0002490381203958947,0.9999389305594377,0.998687744140625,0.0031855391862336546,0.0032167152985493885,9.910100173726732e-05,0.9999657389707863,0.99920654296875
83,0.003711972259225149,0.003747100909549772,0.00023423241067366263,0.99994375690585,0.9987869262695312,0.0031817493563721655,0.0032128838593052933,9.943014850932741e-05,0.9999657389707863,0.99920654296875
84,0.00370769693654438,0.0037427835350172245,0.00023411983152321625,0.9999451119219884,0.9988174438476562,0.0031756491589476354,0.0032067291904240847,9.872182073422664e-05,0.9999657389707863,0.99920654296875
85,0.003705079547899004,0.003740131191761975,0.00023496304607650842,0.9999444061540999,0.9988021850585938,0.0031709549184597563,0.003201991887181066,9.829197956889857e-05,0.9999683261848986,0.999267578125
86,0.0037335223887566826,0.003768694517930271,0.0002514780173390463,0.9999412692268379,0.9987335205078125,0.003165763042488834,0.0031967584527592408,9.72140094646079e-05,0.9999683261848986,0.999267578125
87,0.0037278896068073664,0.003763009717431487,0.0002509950197318034,0.9999405911075883,0.99871826171875,0.0031615864845662145,0.0031925441981002223,9.67697377376453e-05,0.9999683261848986,0.999267578125
88,0.003721134429497397,0.0037561990257017897,0.0002497358671487149,0.9999412777833641,0.9987335205078125,0.00315627826967102,0.003187190335665946,9.598065272342637e-05,0.9999683261848986,0.999267578125
89,0.003714653315682881,0.0037496638371976587,0.00024860831720019405,0.9999419512460008,0.9987411499023438,0.0031508378797298064,0.00318170307946275,9.518005582975775e-05,0.9999683261848986,0.999267578125
90,0.0037072725181133137,0.0037422242864977306,0.0002470443723368021,0.9999426349531859,0.9987564086914062,0.003145704737107735,0.003176523177899071,9.467579086219757e-05,0.9999683261848986,0.999267578125
91,0.0037029134703061573,0.0037378206789071555,0.00024709644355702665,0.9999433225020766,0.9987716674804688,0.0031413230353791732,0.003172099348375923,9.44643274323198e-05,0.9999683261848986,0.999267578125
92,0.0036980679024054552,0.0037329298108943476,0.0002467352268631373,0.9999433269840665,0.9987716674804688,0.0031375189046229934,0.003168257340803393,9.441021693135099e-05,0.9999683261848986,0.999267578125
93,0.0036936773806246492,0.0037284971942881384,0.0002465119169920982,0.9999447040027007,0.9988021850585938,0.0031329904704762157,0.0031636872026865603,9.40101218276368e-05,0.9999683261848986,0.999267578125
94,0.003687409265921815,0.0037221772108750883,0.00024537943236424553,0.9999440319370478,0.9987869262695312,0.0031291660452552605,0.0031598255100107053,9.387606066013632e-05,0.9999683261848986,0.999267578125
95,0.003681568273350422,0.003716286500548449,0.0002444609641854001,0.9999437047517858,0.998779296875,0.003125140741758514,0.003155761618472752,9.367156628314888e-05,0.9999683261848986,0.999267578125
96,0.0036759487356903264,0.003710618463173887,0.00024364200412119175,0.9999444055138156,0.9987945556640625,0.0031205026298266603,0.0031510809749306645,9.32435126159703e-05,0.9999683261848986,0.999267578125
97,0.0036701558424283576,0.0037047767057174497,0.00024268673720406753,0.999945099290926,0.998809814453125,0.0031162078976194607,0.0031467465832974995,9.287569763927195e-05,0.9999683261848986,0.999267578125
98,0.003666904239253199,0.0037014890674527123,0.00024300315937253458,0.9999450896284543,0.998809814453125,0.0031116872960410547,0.0031421850908373017,9.240181736913655e-05,0.9999683261848986,0.999267578125
99,0.0036574584225945728,0.003691976523896301,0.00024016271874938155,0.9999461192637682,0.9988327026367188,0.0031078343290573684,0.0031382945762743475,9.226760541025669e-05,0.9999683261848986,0.999267578125
100,0.003651748952734124,0.0036862191586806148,0.0002391951340321441,0.9999464552965946,0.99884033203125,0.003103533299508854,0.0031339535780716687,9.192324029072552e-05,0.9999683261848986,0.999267578125
